internshipID,studentID,date,wasPresent
95,8709,2024-08-15,1.0
95,8709,2024-08-17,1.0
61,4051,2025-10-23,
61,4051,2025-10-29,
14,3136,2022-07-31,1.0
14,3136,2022-08-11,0.0
38,7019,2022-11-08,1.0
38,7019,2022-11-07,1.0
98,8894,2020-11-17,1.0
98,8894,2020-11-24,1.0
22,7583,2021-11-09,1.0
22,7583,2021-11-09,1.0
2,8173,2019-05-29,1.0
2,8173,2019-05-26,1.0
42,2338,2020-10-18,1.0
42,2338,2020-10-08,1.0
24,7635,2025-10-30,
24,7635,2025-10-23,
94,4278,2024-11-27,1.0
94,4278,2024-12-02,1.0
61,4312,2025-10-29,
61,4312,2025-10-29,
75,4924,2021-06-27,1.0
75,4924,2021-06-30,1.0
81,6568,2022-09-06,1.0
81,6568,2022-09-15,1.0
96,4534,2020-06-20,1.0
96,4534,2020-06-21,1.0
64,2893,2023-06-01,1.0
64,2893,2023-05-26,1.0
96,7609,2020-06-14,1.0
96,7609,2020-06-18,1.0
44,3286,2024-04-05,1.0
44,3286,2024-04-02,1.0
46,9109,2022-09-23,1.0
46,9109,2022-09-25,1.0
40,822,2020-05-15,1.0
40,822,2020-05-12,1.0
46,1995,2022-09-14,1.0
46,1995,2022-09-23,1.0
29,1916,2025-12-28,
29,1916,2025-12-24,
27,7514,2025-11-26,
27,7514,2025-11-28,
30,5417,2021-11-10,1.0
30,5417,2021-11-23,1.0
28,2905,2025-01-02,1.0
28,2905,2025-01-02,1.0
62,1677,2025-12-22,
62,1677,2025-12-22,
97,4047,2021-07-16,1.0
97,4047,2021-07-20,1.0
30,5086,2021-11-17,1.0
30,5086,2021-11-10,1.0
76,4513,2021-06-15,1.0
76,4513,2021-06-23,1.0
66,8372,2020-12-17,1.0
66,8372,2020-12-15,1.0
38,780,2022-11-15,1.0
38,780,2022-11-08,1.0
12,118,2020-02-10,1.0
12,118,2020-02-12,1.0
76,7199,2021-06-26,1.0
76,7199,2021-06-17,0.0
37,3925,2022-04-12,1.0
37,3925,2022-04-14,1.0
83,5307,2020-04-15,1.0
83,5307,2020-04-15,1.0
73,6921,2024-07-13,1.0
73,6921,2024-07-09,1.0
27,9252,2025-11-22,
27,9252,2025-11-21,
54,8284,2023-09-26,1.0
54,8284,2023-09-20,1.0
77,92,2023-07-31,1.0
77,92,2023-07-27,1.0
4,6691,2025-11-03,
4,6691,2025-10-31,
30,4397,2021-11-18,1.0
30,4397,2021-11-13,1.0
5,8829,2020-03-13,1.0
5,8829,2020-03-15,0.0
54,2262,2023-09-25,1.0
54,2262,2023-09-21,1.0
61,3342,2025-10-30,
61,3342,2025-10-26,
86,6395,2025-05-17,
86,6395,2025-05-28,
90,4335,2022-04-15,1.0
90,4335,2022-04-11,1.0
85,2922,2020-12-01,1.0
85,2922,2020-11-20,1.0
70,6893,2023-09-18,0.0
70,6893,2023-09-17,1.0
58,4886,2021-12-17,1.0
58,4886,2021-12-13,1.0
73,3621,2024-07-08,1.0
73,3621,2024-07-20,1.0
69,4767,2024-08-22,1.0
69,4767,2024-08-24,1.0
50,3467,2020-12-18,1.0
50,3467,2020-12-19,1.0
22,8099,2021-11-13,1.0
22,8099,2021-11-05,1.0
71,1151,2025-11-14,
71,1151,2025-11-12,
42,4587,2020-10-07,1.0
42,4587,2020-10-16,0.0
78,860,2020-02-02,1.0
78,860,2020-02-01,0.0
76,4726,2021-06-13,1.0
76,4726,2021-06-16,0.0
81,3916,2022-09-09,0.0
81,3916,2022-09-06,1.0
69,3113,2024-08-31,1.0
69,3113,2024-08-20,1.0
75,4458,2021-06-17,0.0
75,4458,2021-06-22,1.0
63,4761,2024-05-16,1.0
63,4761,2024-05-17,1.0
17,5385,2025-12-27,
17,5385,2025-12-25,
84,4714,2021-04-27,1.0
84,4714,2021-05-06,1.0
49,4120,2024-05-18,1.0
49,4120,2024-05-20,1.0
20,9029,2020-05-25,1.0
20,9029,2020-05-23,1.0
94,2361,2024-12-03,1.0
94,2361,2024-12-02,1.0
69,8432,2024-08-21,1.0
69,8432,2024-08-18,1.0
84,8426,2021-05-01,1.0
84,8426,2021-04-27,1.0
95,725,2024-08-17,1.0
95,725,2024-08-17,1.0
42,1643,2020-10-13,0.0
42,1643,2020-10-11,1.0
76,5201,2021-06-17,1.0
76,5201,2021-06-21,1.0
31,4391,2022-12-15,1.0
31,4391,2022-12-05,1.0
26,3965,2024-08-04,1.0
26,3965,2024-07-23,1.0
21,3814,2020-04-14,1.0
21,3814,2020-04-24,1.0
45,2942,2024-03-23,1.0
45,2942,2024-03-25,1.0
13,948,2023-02-08,1.0
13,948,2023-02-03,1.0
25,8501,2025-09-15,
25,8501,2025-09-23,
70,9689,2023-09-20,0.0
70,9689,2023-09-15,1.0
10,1308,2021-09-13,1.0
10,1308,2021-09-21,1.0
56,2935,2023-12-12,1.0
56,2935,2023-12-01,1.0
23,6683,2021-05-19,1.0
23,6683,2021-05-17,1.0
42,3178,2020-10-14,1.0
42,3178,2020-10-10,0.0
86,3172,2025-05-26,
86,3172,2025-05-22,
81,3673,2022-09-17,1.0
81,3673,2022-09-10,1.0
67,4115,2019-04-27,1.0
67,4115,2019-04-22,1.0
48,3604,2022-10-05,1.0
48,3604,2022-10-05,1.0
61,7462,2025-10-17,
61,7462,2025-10-24,
97,2675,2021-07-20,1.0
97,2675,2021-07-13,1.0
60,2822,2025-07-14,
60,2822,2025-07-19,
77,7989,2023-07-24,1.0
77,7989,2023-07-28,1.0
3,6815,2020-11-21,1.0
3,6815,2020-11-27,1.0
49,5184,2024-05-17,1.0
49,5184,2024-05-18,1.0
26,7591,2024-07-30,1.0
26,7591,2024-07-25,1.0
50,7261,2020-12-19,1.0
50,7261,2020-12-19,0.0
82,7359,2020-06-20,1.0
82,7359,2020-06-14,1.0
70,5988,2023-09-17,0.0
70,5988,2023-09-10,1.0
67,6025,2019-04-28,1.0
67,6025,2019-04-21,1.0
39,9935,2021-08-20,1.0
39,9935,2021-08-14,1.0
67,5137,2019-04-27,1.0
67,5137,2019-04-29,1.0
66,1013,2020-12-15,1.0
66,1013,2020-12-21,1.0
54,4776,2023-09-17,0.0
54,4776,2023-09-16,1.0
6,2960,2019-12-03,1.0
6,2960,2019-12-03,1.0
49,7923,2024-05-09,1.0
49,7923,2024-05-15,1.0
48,1046,2022-10-06,1.0
48,1046,2022-09-28,1.0
52,5532,2021-07-06,1.0
52,5532,2021-07-19,1.0
9,4613,2021-05-02,1.0
9,4613,2021-05-06,1.0
23,2186,2021-05-21,1.0
23,2186,2021-05-25,1.0
87,805,2020-05-13,1.0
87,805,2020-05-15,1.0
45,7157,2024-03-24,1.0
45,7157,2024-03-24,1.0
2,5543,2019-05-28,0.0
2,5543,2019-05-30,1.0
79,6217,2025-11-07,
79,6217,2025-11-14,
58,6927,2021-12-16,1.0
58,6927,2021-12-12,1.0
36,944,2025-11-13,
36,944,2025-11-11,
75,1624,2021-06-29,1.0
75,1624,2021-06-24,1.0
6,1647,2019-11-28,0.0
6,1647,2019-12-07,1.0
73,52,2024-07-10,1.0
73,52,2024-07-17,1.0
33,8513,2025-07-07,
33,8513,2025-07-03,
71,9835,2025-11-09,
71,9835,2025-11-19,
33,4158,2025-06-25,
33,4158,2025-06-28,
71,6271,2025-11-20,
71,6271,2025-11-11,
56,771,2023-12-02,1.0
56,771,2023-12-01,1.0
69,5284,2024-08-23,1.0
69,5284,2024-08-26,1.0
48,3882,2022-10-01,1.0
48,3882,2022-10-03,1.0
78,8154,2020-01-29,1.0
78,8154,2020-02-01,1.0
17,2724,2025-12-17,
17,2724,2025-12-16,
31,6932,2022-12-12,1.0
31,6932,2022-12-07,1.0
10,12,2021-09-20,1.0
10,12,2021-09-19,1.0
9,8617,2021-05-08,1.0
9,8617,2021-05-10,1.0
36,4226,2025-11-15,
36,4226,2025-11-10,
15,4409,2020-02-09,1.0
15,4409,2020-02-07,1.0
59,3625,2023-06-01,1.0
59,3625,2023-06-02,1.0
52,4943,2021-07-12,1.0
52,4943,2021-07-11,1.0
68,7194,2023-11-19,0.0
68,7194,2023-11-21,1.0
74,1907,2023-08-01,0.0
74,1907,2023-07-29,1.0
37,7949,2022-04-12,1.0
37,7949,2022-04-10,1.0
17,5353,2025-12-21,
17,5353,2025-12-22,
51,2440,2024-04-23,1.0
51,2440,2024-04-25,1.0
80,4175,2020-11-18,0.0
80,4175,2020-11-18,1.0
60,1583,2025-07-19,
60,1583,2025-07-19,
61,5903,2025-10-29,
61,5903,2025-10-19,
52,2954,2021-07-11,1.0
52,2954,2021-07-12,1.0
31,1599,2022-12-11,1.0
31,1599,2022-12-15,1.0
93,2534,2022-01-07,1.0
93,2534,2021-12-30,1.0
6,791,2019-12-08,1.0
6,791,2019-12-02,1.0
27,7291,2025-11-16,
27,7291,2025-11-21,
40,6089,2020-05-08,1.0
40,6089,2020-05-16,1.0
62,3990,2025-12-22,
62,3990,2025-12-27,
1,9575,2021-08-05,1.0
1,9575,2021-08-03,1.0
7,1074,2025-05-30,
7,1074,2025-06-07,
6,7595,2019-12-08,1.0
6,7595,2019-12-08,1.0
98,564,2020-11-28,1.0
98,564,2020-11-19,1.0
87,7799,2020-05-21,1.0
87,7799,2020-05-22,1.0
40,5931,2020-05-12,1.0
40,5931,2020-05-19,1.0
10,8052,2021-09-19,1.0
10,8052,2021-09-23,1.0
17,2393,2025-12-14,
17,2393,2025-12-19,
21,3743,2020-04-22,0.0
21,3743,2020-04-27,1.0
6,7858,2019-11-26,0.0
6,7858,2019-12-04,1.0
25,4829,2025-09-16,
25,4829,2025-09-24,
95,3174,2024-08-20,1.0
95,3174,2024-08-14,1.0
72,6845,2020-04-21,1.0
72,6845,2020-04-23,1.0
64,8243,2023-05-28,1.0
64,8243,2023-05-25,1.0
17,9297,2025-12-16,
17,9297,2025-12-24,
54,9436,2023-09-23,1.0
54,9436,2023-09-27,1.0
7,721,2025-06-05,
7,721,2025-05-26,
0,3140,2024-03-25,1.0
0,3140,2024-03-30,1.0
3,8901,2020-12-03,1.0
3,8901,2020-11-27,1.0
66,8002,2020-12-20,1.0
66,8002,2020-12-17,1.0
93,5226,2022-01-01,1.0
93,5226,2022-01-04,1.0
10,4560,2021-09-17,1.0
10,4560,2021-09-23,1.0
80,6843,2020-11-13,1.0
80,6843,2020-11-19,1.0
61,6920,2025-10-20,
61,6920,2025-10-22,
11,4932,2024-11-26,1.0
11,4932,2024-11-23,1.0
75,1710,2021-06-24,1.0
75,1710,2021-06-29,1.0
9,6043,2021-05-06,1.0
9,6043,2021-05-11,0.0
91,5595,2019-07-02,1.0
91,5595,2019-06-30,0.0
35,5355,2024-08-17,1.0
35,5355,2024-08-20,1.0
43,7147,2024-09-10,1.0
43,7147,2024-09-14,1.0
7,5038,2025-05-27,
7,5038,2025-05-29,
44,7060,2024-03-31,1.0
44,7060,2024-04-04,1.0
83,17,2020-04-07,1.0
83,17,2020-04-06,1.0
76,2432,2021-06-22,1.0
76,2432,2021-06-14,1.0
95,6704,2024-08-15,1.0
95,6704,2024-08-25,1.0
12,7819,2020-02-13,1.0
12,7819,2020-02-17,1.0
95,1218,2024-08-17,1.0
95,1218,2024-08-14,1.0
82,9475,2020-06-17,1.0
82,9475,2020-06-13,1.0
30,3861,2021-11-12,1.0
30,3861,2021-11-19,1.0
7,2260,2025-06-06,
7,2260,2025-06-01,
80,7228,2020-11-13,0.0
80,7228,2020-11-09,1.0
81,3228,2022-09-16,1.0
81,3228,2022-09-06,1.0
97,8720,2021-07-20,1.0
97,8720,2021-07-12,1.0
45,5492,2024-03-14,0.0
45,5492,2024-03-22,1.0
35,4285,2024-08-23,1.0
35,4285,2024-08-20,1.0
97,6324,2021-07-09,1.0
97,6324,2021-07-17,1.0
0,5167,2024-03-25,1.0
0,5167,2024-04-01,1.0
14,6274,2022-08-06,1.0
14,6274,2022-08-02,1.0
19,8753,2021-06-21,1.0
19,8753,2021-06-18,1.0
70,5685,2023-09-22,1.0
70,5685,2023-09-10,0.0
92,5448,2022-11-12,1.0
92,5448,2022-11-17,1.0
3,8328,2020-11-30,1.0
3,8328,2020-11-27,1.0
89,2798,2023-01-25,1.0
89,2798,2023-02-03,1.0
23,9036,2021-05-22,1.0
23,9036,2021-05-23,0.0
33,3379,2025-07-06,
33,3379,2025-07-03,
57,4523,2022-02-17,1.0
57,4523,2022-02-13,1.0
33,415,2025-06-28,
33,415,2025-07-05,
97,2350,2021-07-08,1.0
97,2350,2021-07-11,1.0
57,7175,2022-02-12,1.0
57,7175,2022-02-19,1.0
77,2021,2023-07-30,1.0
77,2021,2023-07-25,1.0
23,185,2021-05-20,1.0
23,185,2021-05-25,1.0
77,3106,2023-07-31,1.0
77,3106,2023-07-20,1.0
99,3012,2021-10-10,1.0
99,3012,2021-10-20,1.0
10,5299,2021-09-25,1.0
10,5299,2021-09-15,1.0
78,4871,2020-01-27,1.0
78,4871,2020-01-27,1.0
47,3900,2019-03-08,1.0
47,3900,2019-03-14,1.0
5,1029,2020-03-14,1.0
5,1029,2020-03-09,1.0
72,7121,2020-04-25,1.0
72,7121,2020-04-28,1.0
85,9086,2020-12-03,1.0
85,9086,2020-12-01,1.0
87,4618,2020-05-20,1.0
87,4618,2020-05-15,1.0
84,2126,2021-05-02,1.0
84,2126,2021-05-05,1.0
65,4313,2023-05-24,1.0
65,4313,2023-05-26,1.0
15,9192,2020-02-07,1.0
15,9192,2020-01-29,1.0
35,7560,2024-08-20,1.0
35,7560,2024-08-21,1.0
95,3206,2024-08-26,1.0
95,3206,2024-08-22,1.0
10,4815,2021-09-12,1.0
10,4815,2021-09-17,1.0
53,3282,2022-02-08,0.0
53,3282,2022-02-10,1.0
10,6032,2021-09-25,1.0
10,6032,2021-09-21,1.0
47,2003,2019-03-15,1.0
47,2003,2019-03-19,1.0
27,4934,2025-11-19,
27,4934,2025-11-17,
10,1945,2021-09-23,1.0
10,1945,2021-09-16,1.0
79,5339,2025-11-05,
79,5339,2025-11-08,
18,4728,2025-08-03,
18,4728,2025-08-05,
87,5698,2020-05-21,1.0
87,5698,2020-05-18,1.0
23,134,2021-05-15,1.0
23,134,2021-05-23,1.0
91,9090,2019-07-12,1.0
91,9090,2019-07-10,1.0
22,8036,2021-11-02,1.0
22,8036,2021-11-13,1.0
81,8366,2022-09-11,1.0
81,8366,2022-09-14,0.0
31,1787,2022-12-15,1.0
31,1787,2022-12-08,1.0
79,9493,2025-11-11,
79,9493,2025-11-07,
60,3755,2025-07-16,
60,3755,2025-07-08,
27,6312,2025-11-26,
27,6312,2025-11-26,
13,3544,2023-01-28,1.0
13,3544,2023-02-04,1.0
94,2088,2024-11-24,1.0
94,2088,2024-11-25,1.0
37,5887,2022-04-11,1.0
37,5887,2022-04-15,1.0
59,6401,2023-05-23,1.0
59,6401,2023-05-29,1.0
85,1496,2020-11-25,1.0
85,1496,2020-11-27,1.0
80,1708,2020-11-08,1.0
80,1708,2020-11-17,1.0
77,731,2023-07-29,1.0
77,731,2023-07-30,1.0
30,2692,2021-11-23,1.0
30,2692,2021-11-22,1.0
63,5257,2024-05-23,1.0
63,5257,2024-05-24,1.0
61,5281,2025-10-18,
61,5281,2025-10-28,
33,9886,2025-07-04,
33,9886,2025-07-05,
26,1634,2024-08-03,1.0
26,1634,2024-08-05,1.0
22,6685,2021-11-13,1.0
22,6685,2021-11-08,1.0
7,2473,2025-05-30,
7,2473,2025-05-31,
32,4194,2019-08-21,1.0
32,4194,2019-08-19,1.0
41,1862,2023-08-21,1.0
41,1862,2023-08-27,1.0
52,7483,2021-07-08,1.0
52,7483,2021-07-12,1.0
56,9851,2023-12-04,1.0
56,9851,2023-12-04,1.0
84,3198,2021-04-29,1.0
84,3198,2021-04-24,1.0
91,2921,2019-07-06,1.0
91,2921,2019-07-01,1.0
39,6260,2021-08-20,1.0
39,6260,2021-08-13,1.0
21,101,2020-04-24,1.0
21,101,2020-04-21,1.0
50,9769,2020-12-31,1.0
50,9769,2020-12-29,1.0
60,4671,2025-07-10,
60,4671,2025-07-16,
88,3667,2025-02-24,
88,3667,2025-02-24,
32,7191,2019-08-24,1.0
32,7191,2019-08-22,1.0
31,4479,2022-12-06,1.0
31,4479,2022-12-10,1.0
21,9274,2020-04-18,1.0
21,9274,2020-04-23,1.0
61,7911,2025-10-24,
61,7911,2025-10-20,
41,4162,2023-08-27,1.0
41,4162,2023-08-22,1.0
19,4494,2021-06-19,1.0
19,4494,2021-06-28,1.0
16,4608,2022-04-02,1.0
16,4608,2022-04-07,1.0
58,2199,2021-12-10,1.0
58,2199,2021-12-07,1.0
21,861,2020-04-21,1.0
21,861,2020-04-19,1.0
94,8608,2024-12-01,1.0
94,8608,2024-12-07,1.0
14,7040,2022-08-07,1.0
14,7040,2022-08-08,1.0
69,3933,2024-08-27,1.0
69,3933,2024-08-18,1.0
98,6213,2020-11-24,1.0
98,6213,2020-11-25,1.0
49,3053,2024-05-10,1.0
49,3053,2024-05-07,1.0
47,8416,2019-03-20,1.0
47,8416,2019-03-10,1.0
41,3656,2023-08-29,1.0
41,3656,2023-08-28,1.0
80,1636,2020-11-17,1.0
80,1636,2020-11-19,1.0
59,3236,2023-06-01,0.0
59,3236,2023-05-23,1.0
10,4840,2021-09-13,1.0
10,4840,2021-09-25,1.0
83,9977,2020-04-07,1.0
83,9977,2020-04-08,1.0
54,2107,2023-09-20,0.0
54,2107,2023-09-22,1.0
26,9314,2024-07-24,1.0
26,9314,2024-08-04,1.0
49,4219,2024-05-12,1.0
49,4219,2024-05-08,1.0
21,5107,2020-04-18,1.0
21,5107,2020-04-21,1.0
25,8775,2025-09-20,
25,8775,2025-09-25,
55,2747,2022-02-06,1.0
55,2747,2022-02-05,1.0
57,1299,2022-02-24,1.0
57,1299,2022-02-18,0.0
13,3876,2023-01-30,1.0
13,3876,2023-01-30,1.0
32,262,2019-08-20,1.0
32,262,2019-08-20,1.0
89,9697,2023-01-29,1.0
89,9697,2023-02-06,1.0
10,9266,2021-09-19,1.0
10,9266,2021-09-14,1.0
97,3452,2021-07-20,1.0
97,3452,2021-07-17,1.0
79,7777,2025-11-16,
79,7777,2025-11-06,
69,7588,2024-08-21,1.0
69,7588,2024-08-21,1.0
80,187,2020-11-18,1.0
80,187,2020-11-21,1.0
53,7936,2022-02-15,1.0
53,7936,2022-02-10,1.0
29,9580,2025-12-31,
29,9580,2025-12-28,
63,4026,2024-05-24,1.0
63,4026,2024-05-15,1.0
71,1022,2025-11-13,
71,1022,2025-11-17,
60,3097,2025-07-09,
60,3097,2025-07-15,
28,7755,2025-01-11,1.0
28,7755,2025-01-03,1.0
74,5123,2023-07-29,1.0
74,5123,2023-07-26,1.0
83,7196,2020-04-09,1.0
83,7196,2020-04-14,1.0
38,3699,2022-11-11,1.0
38,3699,2022-11-04,0.0
56,2542,2023-12-03,1.0
56,2542,2023-12-03,1.0
87,5199,2020-05-12,1.0
87,5199,2020-05-18,1.0
33,6753,2025-07-03,
33,6753,2025-06-29,
8,8109,2023-02-20,1.0
8,8109,2023-02-28,1.0
88,4045,2025-02-26,
88,4045,2025-03-02,
40,8929,2020-05-12,0.0
40,8929,2020-05-08,1.0
64,2044,2023-06-04,1.0
64,2044,2023-06-01,1.0
5,1691,2020-03-20,1.0
5,1691,2020-03-19,1.0
4,7494,2025-11-05,
4,7494,2025-11-03,
64,4904,2023-05-23,1.0
64,4904,2023-06-04,1.0
59,8208,2023-05-28,1.0
59,8208,2023-06-03,1.0
7,1587,2025-05-28,
7,1587,2025-06-06,
20,6834,2020-05-25,1.0
20,6834,2020-05-31,1.0
31,7401,2022-12-12,1.0
31,7401,2022-12-05,1.0
87,589,2020-05-21,1.0
87,589,2020-05-21,1.0
59,9577,2023-05-27,1.0
59,9577,2023-05-26,1.0
35,2762,2024-08-24,1.0
35,2762,2024-08-20,1.0
73,3901,2024-07-13,1.0
73,3901,2024-07-13,1.0
51,6591,2024-04-24,1.0
51,6591,2024-04-25,1.0
90,9342,2022-04-15,1.0
90,9342,2022-04-12,1.0
0,1320,2024-03-23,1.0
0,1320,2024-03-31,1.0
95,7187,2024-08-22,1.0
95,7187,2024-08-26,1.0
4,4760,2025-10-28,
4,4760,2025-11-10,
59,1919,2023-06-02,1.0
59,1919,2023-05-27,1.0
86,3943,2025-05-26,
86,3943,2025-05-23,
7,2423,2025-06-04,
7,2423,2025-05-31,
60,2562,2025-07-12,
60,2562,2025-07-12,
10,284,2021-09-24,1.0
10,284,2021-09-20,1.0
20,7310,2020-05-22,1.0
20,7310,2020-05-24,1.0
60,4694,2025-07-10,
60,4694,2025-07-13,
73,9511,2024-07-10,1.0
73,9511,2024-07-10,0.0
27,7909,2025-11-19,
27,7909,2025-11-19,
8,7733,2023-02-26,1.0
8,7733,2023-02-27,1.0
53,5243,2022-02-06,1.0
53,5243,2022-02-13,1.0
69,472,2024-08-26,1.0
69,472,2024-08-26,1.0
35,8228,2024-08-12,1.0
35,8228,2024-08-25,1.0
19,516,2021-06-24,1.0
19,516,2021-06-25,1.0
59,8358,2023-05-30,1.0
59,8358,2023-05-29,1.0
64,4210,2023-05-23,1.0
64,4210,2023-05-31,1.0
83,2456,2020-04-06,0.0
83,2456,2020-04-14,1.0
39,473,2021-08-15,1.0
39,473,2021-08-13,1.0
15,9123,2020-02-08,0.0
15,9123,2020-02-01,1.0
44,3176,2024-04-04,1.0
44,3176,2024-03-31,1.0
15,2447,2020-02-06,1.0
15,2447,2020-02-01,1.0
38,7992,2022-11-10,1.0
38,7992,2022-11-10,1.0
41,403,2023-08-22,1.0
41,403,2023-08-23,1.0
46,5054,2022-09-22,1.0
46,5054,2022-09-26,1.0
45,787,2024-03-19,0.0
45,787,2024-03-14,1.0
36,3497,2025-11-05,
36,3497,2025-11-03,
23,3911,2021-05-23,1.0
23,3911,2021-05-24,0.0
3,2399,2020-12-01,1.0
3,2399,2020-11-28,1.0
56,9178,2023-12-06,1.0
56,9178,2023-11-30,0.0
69,2999,2024-08-19,1.0
69,2999,2024-08-26,1.0
70,4475,2023-09-10,1.0
70,4475,2023-09-19,1.0
31,2727,2022-12-10,0.0
31,2727,2022-12-14,1.0
99,3702,2021-10-20,1.0
99,3702,2021-10-17,1.0
0,7815,2024-04-03,1.0
0,7815,2024-03-25,1.0
25,4536,2025-09-25,
25,4536,2025-09-22,
21,7843,2020-04-25,1.0
21,7843,2020-04-18,1.0
42,5857,2020-10-14,1.0
42,5857,2020-10-14,1.0
40,7496,2020-05-06,1.0
40,7496,2020-05-06,1.0
26,827,2024-07-25,1.0
26,827,2024-07-31,1.0
66,5849,2020-12-15,1.0
66,5849,2020-12-11,1.0
95,9152,2024-08-15,1.0
95,9152,2024-08-22,1.0
21,4606,2020-04-24,0.0
21,4606,2020-04-26,1.0
7,3832,2025-05-29,
7,3832,2025-05-29,
32,3338,2019-08-25,1.0
32,3338,2019-08-29,1.0
69,2532,2024-08-27,1.0
69,2532,2024-08-24,1.0
46,3946,2022-09-19,1.0
46,3946,2022-09-23,1.0
90,7670,2022-04-15,1.0
90,7670,2022-04-16,1.0
14,1846,2022-07-30,1.0
14,1846,2022-08-04,1.0
30,9064,2021-11-12,1.0
30,9064,2021-11-14,1.0
40,650,2020-05-06,1.0
40,650,2020-05-09,0.0
69,2155,2024-08-18,1.0
69,2155,2024-08-22,1.0
51,9755,2024-05-05,1.0
51,9755,2024-04-27,1.0
99,5296,2021-10-14,0.0
99,5296,2021-10-14,1.0
7,9260,2025-06-06,
7,9260,2025-05-31,
6,2568,2019-11-27,1.0
6,2568,2019-12-01,1.0
46,8580,2022-09-13,1.0
46,8580,2022-09-24,0.0
73,8730,2024-07-21,1.0
73,8730,2024-07-12,1.0
29,1802,2026-01-03,
29,1802,2025-12-31,
38,6060,2022-11-13,1.0
38,6060,2022-11-04,1.0
87,4382,2020-05-23,1.0
87,4382,2020-05-14,1.0
56,8477,2023-12-10,1.0
56,8477,2023-11-30,0.0
2,4218,2019-05-30,1.0
2,4218,2019-05-28,1.0
59,7377,2023-05-30,0.0
59,7377,2023-05-27,1.0
97,9445,2021-07-13,1.0
97,9445,2021-07-13,1.0
35,4964,2024-08-24,0.0
35,4964,2024-08-15,1.0
77,6583,2023-07-20,1.0
77,6583,2023-07-22,1.0
64,8112,2023-05-30,1.0
64,8112,2023-06-01,1.0
74,3291,2023-07-23,1.0
74,3291,2023-07-23,1.0
71,429,2025-11-17,
71,429,2025-11-11,
13,7531,2023-02-05,1.0
13,7531,2023-01-30,1.0
9,7898,2021-05-02,1.0
9,7898,2021-05-08,1.0
31,6764,2022-12-07,1.0
31,6764,2022-12-09,1.0
27,1157,2025-11-20,
27,1157,2025-11-25,
26,6851,2024-07-26,0.0
26,6851,2024-08-02,1.0
17,6430,2025-12-14,
17,6430,2025-12-17,
25,273,2025-09-15,
25,273,2025-09-15,
72,4483,2020-04-29,1.0
72,4483,2020-04-29,1.0
23,6162,2021-05-21,1.0
23,6162,2021-05-21,1.0
37,630,2022-04-12,0.0
37,630,2022-04-12,1.0
26,3142,2024-07-28,1.0
26,3142,2024-07-25,1.0
97,5460,2021-07-07,1.0
97,5460,2021-07-17,1.0
10,5736,2021-09-19,1.0
10,5736,2021-09-23,0.0
86,9377,2025-05-20,
86,9377,2025-05-20,
83,8269,2020-04-10,1.0
83,8269,2020-04-15,1.0
8,823,2023-02-17,1.0
8,823,2023-02-23,1.0
92,6159,2022-11-20,1.0
92,6159,2022-11-16,1.0
77,9744,2023-07-27,1.0
77,9744,2023-07-22,1.0
53,6553,2022-02-09,1.0
53,6553,2022-02-05,1.0
10,697,2021-09-20,1.0
10,697,2021-09-16,0.0
69,4866,2024-08-18,1.0
69,4866,2024-08-31,0.0
9,9781,2021-05-05,1.0
9,9781,2021-05-03,1.0
4,8209,2025-10-28,
4,8209,2025-11-03,
73,7273,2024-07-14,1.0
73,7273,2024-07-15,1.0
76,1528,2021-06-15,1.0
76,1528,2021-06-18,1.0
32,7430,2019-08-23,1.0
32,7430,2019-08-21,1.0
74,1541,2023-07-22,1.0
74,1541,2023-07-26,1.0
79,9284,2025-11-16,
79,9284,2025-11-05,
30,1767,2021-11-14,1.0
30,1767,2021-11-22,1.0
80,5341,2020-11-21,1.0
80,5341,2020-11-09,1.0
21,9621,2020-04-14,0.0
21,9621,2020-04-24,1.0
40,1123,2020-05-09,1.0
40,1123,2020-05-13,1.0
95,6285,2024-08-26,1.0
95,6285,2024-08-22,1.0
11,2388,2024-11-22,1.0
11,2388,2024-11-27,1.0
91,6782,2019-07-02,1.0
91,6782,2019-07-09,1.0
61,769,2025-10-26,
61,769,2025-10-21,
36,1103,2025-11-04,
36,1103,2025-11-03,
43,4224,2024-09-05,1.0
43,4224,2024-09-03,1.0
2,2289,2019-06-06,0.0
2,2289,2019-05-29,1.0
58,5418,2021-12-15,0.0
58,5418,2021-12-07,1.0
56,9947,2023-12-01,1.0
56,9947,2023-12-11,1.0
11,9356,2024-11-23,1.0
11,9356,2024-11-25,1.0
53,1887,2022-02-03,1.0
53,1887,2022-02-10,1.0
60,2836,2025-07-09,
60,2836,2025-07-20,
17,4748,2025-12-18,
17,4748,2025-12-16,
7,5643,2025-06-05,
7,5643,2025-05-27,
72,1011,2020-05-02,1.0
72,1011,2020-04-23,1.0
4,3650,2025-11-04,
4,3650,2025-11-04,
61,7854,2025-10-26,
61,7854,2025-10-30,
29,236,2025-12-30,
29,236,2025-12-28,
19,6030,2021-06-17,1.0
19,6030,2021-06-22,1.0
5,668,2020-03-18,1.0
5,668,2020-03-17,0.0
10,8517,2021-09-15,1.0
10,8517,2021-09-15,0.0
63,7768,2024-05-21,1.0
63,7768,2024-05-19,1.0
32,5723,2019-08-29,1.0
32,5723,2019-08-23,1.0
85,5667,2020-11-24,1.0
85,5667,2020-11-21,1.0
29,7369,2025-12-28,
