meetingID,recordingLink
634,http://www.learning.com/fj0dgygjht49
635,http://www.learning.com/8ssfsqse5kv0
636,http://www.learning.com/0inxhmfyubd2
637,http://www.learning.com/db4g9gsb01pe
638,http://www.learning.com/cxqjdi5ziwvw
639,http://www.learning.com/vcieo85squsl
640,http://www.learning.com/y7hea8mweh8w
641,http://www.learning.com/lduwhi7swllh
642,http://www.learning.com/27zz4u0e80r1
643,http://www.learning.com/eekrgkzol1vt
644,http://www.learning.com/uxojgkhlto5t
645,http://www.learning.com/p543rw939evn
646,http://www.learning.com/w0zia5ye3g77
647,http://www.learning.com/5wnpgzshz7rz
648,http://www.learning.com/bfthb8zitzjb
649,http://www.learning.com/2z7sfnhtxjhz
650,http://www.learning.com/87w9qs966lje
651,http://www.learning.com/ad7cg5y2y9l9
652,http://www.learning.com/4718oydshqnw
653,http://www.learning.com/6w0lyyzu30wx
654,http://www.learning.com/xkikpp3xgsdz
655,http://www.learning.com/pohv8kurweim
656,http://www.learning.com/rq7z3nlc3xrf
657,http://www.learning.com/ii7qccjk6qfd
658,http://www.learning.com/d63n3r8pfzk3
659,http://www.learning.com/04oj1jhpe7os
660,http://www.learning.com/5tlgvktdveac
661,http://www.learning.com/8qppsc9fhuio
662,http://www.learning.com/k4oxhfht1q60
663,http://www.learning.com/e9rmnszut13o
664,http://www.learning.com/mt11kwuowcif
665,http://www.learning.com/zcqq9k20m3ie
666,http://www.learning.com/2zp3axfhra7p
667,http://www.learning.com/dy2dcydpacin
668,http://www.learning.com/9qhqgtlxbamx
669,http://www.learning.com/sq77f7xkbv5o
670,http://www.learning.com/dspje03jekun
671,http://www.learning.com/0fq34kc5406g
672,http://www.learning.com/uqbrrcatbjaq
673,http://www.learning.com/zg204zhs5eh1
674,http://www.learning.com/smc1fkv12bgb
675,http://www.learning.com/43mzlb9fd2kp
676,http://www.learning.com/5vkhftoo6j0p
677,http://www.learning.com/s9uj0czend7u
678,http://www.learning.com/zjz235sdtv83
679,http://www.learning.com/vscffzf7e84i
680,http://www.learning.com/4b6upkv14yfw
681,http://www.learning.com/1e7plmpa0wp3
682,http://www.learning.com/jtuqmi3pqt9r
683,http://www.learning.com/cfxn6rde1tgg
684,http://www.learning.com/u7s8n8uqkfbk
685,http://www.learning.com/hkkgocw1rddy
686,http://www.learning.com/rw3y1mnweavy
687,http://www.learning.com/s9n2nyvjfcgc
688,http://www.learning.com/axixt4a5vkxa
689,http://www.learning.com/vdyoqm7zokpf
690,http://www.learning.com/jj7b4464ddmn
691,http://www.learning.com/wrlqak03s75g
692,http://www.learning.com/a00mu2f1lvpp
693,http://www.learning.com/o58cp7fnm5zf
694,http://www.learning.com/2lyd3ns5e1tn
695,http://www.learning.com/jh545gz6ablj
696,http://www.learning.com/dqo0b0gyd5k8
697,http://www.learning.com/u9u0pdap4dgi
698,http://www.learning.com/rkp9u7o6yeh3
699,http://www.learning.com/x1gch1vauhv2
700,http://www.learning.com/mz5t3fkgjji9
701,http://www.learning.com/1kcvto9ns21e
702,http://www.learning.com/nkr10g9auekm
703,http://www.learning.com/qiwkx6rgoti7
704,http://www.learning.com/xfs7rc3qwsfb
705,http://www.learning.com/ri03u5e7gbe9
706,http://www.learning.com/82nhelmu5k23
707,http://www.learning.com/cliwf4wycbnq
708,http://www.learning.com/eriss720tnvq
709,http://www.learning.com/k50n71mj4c3q
710,http://www.learning.com/b6nlnjq1p77b
711,http://www.learning.com/kml0fht0tbc5
712,http://www.learning.com/brez7tef7z1x
713,http://www.learning.com/oz3d0s7aye2f
714,http://www.learning.com/u6mq4qzy04jh
715,http://www.learning.com/wg0u1dkjptcj
716,http://www.learning.com/5mek71ezshoe
717,http://www.learning.com/xsqewkj87a0a
718,http://www.learning.com/vz57a3wx6qk3
719,http://www.learning.com/jfdzlk5suxou
720,http://www.learning.com/pk1x297umogu
721,http://www.learning.com/l6v2l0m9vgxt
722,http://www.learning.com/u3j37sx3daxz
723,http://www.learning.com/jy28re17y03y
724,http://www.learning.com/jthcd2npusxe
725,http://www.learning.com/5krfkwr6oln3
726,http://www.learning.com/3qp8v754hbm0
727,http://www.learning.com/8bttz4efpm9g
728,http://www.learning.com/gbrykn5usn0w
729,http://www.learning.com/2u8q98qt9non
730,http://www.learning.com/35kuv4gp2stm
731,http://www.learning.com/ljer8lr2pmna
732,http://www.learning.com/460grghb7c32
733,http://www.learning.com/zmxjy2anzpgv
734,http://www.learning.com/b9y6rumaiujm
735,http://www.learning.com/wvxz8bpmf736
736,http://www.learning.com/zxyic8h1skm1
737,http://www.learning.com/ynypn50i0ziq
738,http://www.learning.com/9hc00d9amczg
739,http://www.learning.com/i0cluux8mgr6
740,http://www.learning.com/s7qocie1qkqx
741,http://www.learning.com/e4xxh7e9eo4b
742,http://www.learning.com/v3pxips6fyxk
743,http://www.learning.com/x6u34m485j67
744,http://www.learning.com/xso4sl18g830
745,http://www.learning.com/xw3efp03ts5u
746,http://www.learning.com/md6oxp0wi97w
747,http://www.learning.com/1xcwxbafjpna
748,http://www.learning.com/bpf6pm69u8tz
749,http://www.learning.com/iy6p9i2acrdw
750,http://www.learning.com/991szoe6rhv2
751,http://www.learning.com/a4ubod0ffqll
752,http://www.learning.com/q7hdqgevg485
753,http://www.learning.com/6k1269mwicer
754,http://www.learning.com/f33ki6r37d15
755,http://www.learning.com/repi8ufttwp8
756,http://www.learning.com/sz8n50thlbw3
757,http://www.learning.com/aedh2qytewxe
758,http://www.learning.com/rf5vv4a87zc3
759,http://www.learning.com/wz87o9f026g0
760,http://www.learning.com/g5zqx5n6ucz2
761,http://www.learning.com/bvjrldshlda5
762,http://www.learning.com/8yh22zt4ai5o
763,http://www.learning.com/owmcy2ezvh0i
764,http://www.learning.com/3g04dhqqxcup
765,http://www.learning.com/odnhevodkiat
766,http://www.learning.com/o8u9icwxbh3g
767,http://www.learning.com/4kf52p53v30l
768,http://www.learning.com/le7du5s3c51g
769,http://www.learning.com/92v4ttkvmki6
770,http://www.learning.com/o826k1cdq4od
771,http://www.learning.com/u3kut657fbk0
772,http://www.learning.com/xf5efp5v4jxg
773,http://www.learning.com/5hlff3yl42y7
774,http://www.learning.com/fvpk2haaq6zy
775,http://www.learning.com/1ayds8lby6kh
776,http://www.learning.com/lkiz4n7jrfps
777,http://www.learning.com/6h9f7metaubs
778,http://www.learning.com/n367o8p1etr5
779,http://www.learning.com/ohzcz4t4u9oj
780,http://www.learning.com/fgkn6h3s1os1
781,http://www.learning.com/941vedc1to5r
782,http://www.learning.com/if18dk8fm6ni
783,http://www.learning.com/6khp2lyyz9tj
784,http://www.learning.com/huq2w5ue4087
785,http://www.learning.com/k3mivtfnle4r
786,http://www.learning.com/9u2bfesir0px
787,http://www.learning.com/d5cn3su0my23
788,http://www.learning.com/hd4n5fd5ggno
789,http://www.learning.com/26ziip46zyx0
790,http://www.learning.com/juykvp2cy7iq
791,http://www.learning.com/hgk4npbeh4f0
792,http://www.learning.com/wj8nlqz0hip9
793,http://www.learning.com/kgwya4es4glv
794,http://www.learning.com/qz8mhqo6mjrw
795,http://www.learning.com/lapx015eg44x
796,http://www.learning.com/6aybijy4b8cx
797,http://www.learning.com/6p76uf0v9uu7
798,http://www.learning.com/uuozrb8lmlik
799,http://www.learning.com/v11ooubapojl
800,http://www.learning.com/b2yr3i6yggyu
801,http://www.learning.com/zox5ir9tpojj
802,http://www.learning.com/wqscnkxvduzg
803,http://www.learning.com/g8ifsyompx1d
804,http://www.learning.com/dpl3p71r5nt4
805,http://www.learning.com/mnam5cxf2kc1
806,http://www.learning.com/bq9juuqh35lq
807,http://www.learning.com/kr50hsfg54oi
808,http://www.learning.com/utl97sopd4q0
809,http://www.learning.com/z1u62b6gerwu
810,http://www.learning.com/y2bvk4hvr1c1
811,http://www.learning.com/taxlcjmh557q
812,http://www.learning.com/3nb75nozjc3o
813,http://www.learning.com/pwgebrwde48y
814,http://www.learning.com/tcr7mlhmvct1
815,http://www.learning.com/72pro03hy7wv
816,http://www.learning.com/d4ia1abe4j2c
817,http://www.learning.com/k0sgzbg50lo5
818,http://www.learning.com/bgw645mh158n
819,http://www.learning.com/fodekca62j70
820,http://www.learning.com/k79ha1pp3pry
821,http://www.learning.com/yshh1iljt02h
822,http://www.learning.com/q1i82yy5ge6s
823,http://www.learning.com/c04tlhlk067o
824,http://www.learning.com/1s1886fh9i73
825,http://www.learning.com/01wkc85jndrd
826,http://www.learning.com/0vnd22rnemiq
827,http://www.learning.com/oilens7m9az6
828,http://www.learning.com/wagwt20g7jqz
829,http://www.learning.com/21e6lwlbcwcb
830,http://www.learning.com/iwayuyeuhurt
831,http://www.learning.com/3xi5d6a583m2
832,http://www.learning.com/4b39n4r2smfk
833,http://www.learning.com/khn8qcg7wao8
834,http://www.learning.com/6is5atlm22lk
835,http://www.learning.com/6t32hrrkb0ce
836,http://www.learning.com/1bhiu2ipphf5
837,http://www.learning.com/jm7r69v6j5ft
838,http://www.learning.com/j99c8y0u6hnd
839,http://www.learning.com/26aa73tktgxp
840,http://www.learning.com/ghguck0gt2ph
841,http://www.learning.com/i1h48xo66yib
842,http://www.learning.com/cuol2tf7xftf
843,http://www.learning.com/cbzasvpy41vf
844,http://www.learning.com/3axvjd4qk42f
845,http://www.learning.com/u8c7bmzctgsl
846,http://www.learning.com/uqh4hhsb0t08
847,http://www.learning.com/kizb3ifqqkg4
848,http://www.learning.com/0yfnsy4dqkqj
849,http://www.learning.com/1jrcn6rvrv2u
850,http://www.learning.com/7dd0gqg11nqe
851,http://www.learning.com/koustm66fjt0
852,http://www.learning.com/6p9a6q4xv90o
853,http://www.learning.com/fta26jaefzaf
854,http://www.learning.com/y26riq450h2i
855,http://www.learning.com/hxbp6650npxq
856,http://www.learning.com/69m5h19tn5k9
857,http://www.learning.com/pk6ryhf1y7wj
858,http://www.learning.com/92q1awos96vg
859,http://www.learning.com/4n54hb61tq5u
860,http://www.learning.com/iq61rye1c9di
861,http://www.learning.com/7qla65dxwndh
862,http://www.learning.com/7chq2x1u2r92
863,http://www.learning.com/7zr16lx7vzre
864,http://www.learning.com/c934pqouz0cn
865,http://www.learning.com/qzsp392200li
866,http://www.learning.com/red9qr91s5mw
867,http://www.learning.com/rhhpytgy2gpe
868,http://www.learning.com/euavaiov1wrd
869,http://www.learning.com/21ixuq6h088u
870,http://www.learning.com/v84e3345uk5f
871,http://www.learning.com/deezwx6uc5hn
872,http://www.learning.com/wq8pw7oi0ijs
873,http://www.learning.com/m9qqby93a1t3
874,http://www.learning.com/x9hgi4zuxsyr
875,http://www.learning.com/j0mwhgto1y73
876,http://www.learning.com/kds3me5rfpvf
877,http://www.learning.com/pvd6l0zfmes0
878,http://www.learning.com/ifs9e94mdtfg
879,http://www.learning.com/uh7jyazhiqut
880,http://www.learning.com/t3jenn2qtztm
881,http://www.learning.com/012rbpy1zcmm
882,http://www.learning.com/ydwrb7u2q119
883,http://www.learning.com/zuc7hqwo6bxk
884,http://www.learning.com/5v3vg2q2sftx
885,http://www.learning.com/em56s6p2n0w5
886,http://www.learning.com/yfl875wcsko3
887,http://www.learning.com/uygnz3svh0mk
888,http://www.learning.com/r9scht60nmf6
889,http://www.learning.com/5zwx3ibbyvuc
890,http://www.learning.com/wvqgzutqhz7x
891,http://www.learning.com/7lapy3pwlwac
892,http://www.learning.com/cmt042kxisza
893,http://www.learning.com/rmdvbjd5t3ow
894,http://www.learning.com/stpud1mvp8au
895,http://www.learning.com/xyvx3nezgv6x
896,http://www.learning.com/6k3617iwex7h
897,http://www.learning.com/9e37g8tefll7
898,http://www.learning.com/eu81ht75miv3
899,http://www.learning.com/n80kr39akd8a
900,http://www.learning.com/kft6zv1heoea
901,http://www.learning.com/uz7n8mps7cra
902,http://www.learning.com/1xl4gfqn4ilo
903,http://www.learning.com/z0euhuv7btn5
904,http://www.learning.com/kfqnnbjyfdbd
905,http://www.learning.com/cbdp0k0ilrpr
906,http://www.learning.com/f3vmhpn640lk
907,http://www.learning.com/2iyo930ngwdd
908,http://www.learning.com/kji3cv6bsgcs
909,http://www.learning.com/wwlokp19w5ga
910,http://www.learning.com/3dziq2wozj7g
911,http://www.learning.com/5kqut5n5qkwt
912,http://www.learning.com/dplcjfeokdij
913,http://www.learning.com/u54ha54lm58s
914,http://www.learning.com/bst3p9k448ia
915,http://www.learning.com/hqdqvp0nz8t5
916,http://www.learning.com/44o7p8ka0ii5
917,http://www.learning.com/th52qfqb6u8i
918,http://www.learning.com/f6o5kbbd5kuo
919,http://www.learning.com/3nbwhwroemut
920,http://www.learning.com/e1i4q0gj6ad9
921,http://www.learning.com/h9cuckuv7gr2
922,http://www.learning.com/47o8e6kqclqj
923,http://www.learning.com/i1p9oazt0elg
924,http://www.learning.com/151wkel0jl78
925,http://www.learning.com/bpgr70idodop
926,http://www.learning.com/zimjwg3k2b5x
927,http://www.learning.com/sxuwa4c95124
928,http://www.learning.com/68yx236pcvn8
929,http://www.learning.com/tfwejxn2gx3j
930,http://www.learning.com/8gbh1h2330k0
931,http://www.learning.com/b8qek9d056p5
932,http://www.learning.com/8047knm1broj
933,http://www.learning.com/qxfh033q04ie
934,http://www.learning.com/rylplr3rtorr
935,http://www.learning.com/ggetlvmvxxw1
936,http://www.learning.com/iydtqdoxwzwd
937,http://www.learning.com/r7qp243mznpg
938,http://www.learning.com/oqekydt9m0fc
939,http://www.learning.com/cn8qqcg53b16
940,http://www.learning.com/i3e62865q8sx
941,http://www.learning.com/2xqkb0xqmog6
942,http://www.learning.com/1vlymshmiijf
943,http://www.learning.com/xn3yc64wcl1d
944,http://www.learning.com/aethqxkv0aeu
945,http://www.learning.com/9zkh82me4s9o
946,http://www.learning.com/tslyxa43f7gs
947,http://www.learning.com/8a4obrdzlgtz
948,http://www.learning.com/zake83f4cz77
949,http://www.learning.com/4g7u7rw7go16
950,http://www.learning.com/9fiiu9moxybr
951,http://www.learning.com/8c2thjxkrhp6
952,http://www.learning.com/jff2qj10la2w
953,http://www.learning.com/cwpxdnpskuto
954,http://www.learning.com/pcxg12l5c01x
955,http://www.learning.com/zez7ejw2tb4k
956,http://www.learning.com/ejek7pc29gxj
957,http://www.learning.com/dqmovkj177gv
958,http://www.learning.com/pbxs1ibndzs5
959,http://www.learning.com/4w04va4zxh63
960,http://www.learning.com/sgi234wf6wk4
961,http://www.learning.com/ze0l07dcdfxk
962,http://www.learning.com/82pu6n0yive0
963,http://www.learning.com/7p8ygz27grtu
964,http://www.learning.com/ug64imu8gspm
965,http://www.learning.com/fa87fc5i7a72
966,http://www.learning.com/ytrw2d8mbl3o
967,http://www.learning.com/juaj9o3ocfht
968,http://www.learning.com/63fxwy4t730e
969,http://www.learning.com/4zt2k6bdb944
970,http://www.learning.com/wybexolyui87
971,http://www.learning.com/gzb3fqmbqtji
972,http://www.learning.com/8ox56izx095t
973,http://www.learning.com/pkymwjenihjm
974,http://www.learning.com/cuvd9u5p6l4i
975,http://www.learning.com/ic5k163hd8ud
976,http://www.learning.com/e017o1gp15ne
977,http://www.learning.com/84d9liu7k30h
978,http://www.learning.com/6yw84s5wch8h
979,http://www.learning.com/47kmlztdvuzd
980,http://www.learning.com/2uci4q43n4ma
981,http://www.learning.com/usowzkuyw9pt
982,http://www.learning.com/hoflgp3h4i01
983,http://www.learning.com/3xljryvp4s77
984,http://www.learning.com/k1n8tnp2i24v
985,http://www.learning.com/te85bl6fz9os
986,http://www.learning.com/ugf5utq2a7yt
987,http://www.learning.com/bbpbv9zoex20
988,http://www.learning.com/cnoj7ji2wiq7
989,http://www.learning.com/s3s89dsch85u
990,http://www.learning.com/j0aaxv4r9m26
991,http://www.learning.com/obun2083x7qc
992,http://www.learning.com/i0dngwxqwkdd
993,http://www.learning.com/d32mbbyg0505
994,http://www.learning.com/y73tgy7hjxxe
995,http://www.learning.com/ei0mbjj6aqjk
996,http://www.learning.com/zkawb1dgnaw3
997,http://www.learning.com/mhdsy66eu3kj
998,http://www.learning.com/itowkb9vblsg
999,http://www.learning.com/7bx8lk0ks234
1000,http://www.learning.com/4bwt75wtmhb4
